Date/Time	Latitude	Longitude	Depth water [m]	Cast	Sample label	Chl a [µg/l]	[NO3]- [µmol/l]	Flag (NO3)	[NO2]- [µmol/l]	Flag (NO2)	O2 [µmol/kg]	Flag (Oxygen)	[PO4]3- [µmol/l]	Flag (PO4)	Sal	SiO2 [µmol/l]	Flag (SiO2)	Temp [°C]
1997-11-13T00:00:00	54.5295	10.0393	2	1	215	1.12												8.44
1997-11-13T00:00:00	54.5295	10.0393	3	1	215	1.07												8.44
1997-11-13T00:00:00	54.5295	10.0393	5	1	215	1.57	1.30		0.18		305.4		0.560		19.54	12.46		8.53
1997-11-13T00:00:00	54.5295	10.0393	10	1	215	1.24	1.10		0.22		281.4		0.670		20.28	14.37		8.73
1997-11-13T00:00:00	54.5295	10.0393	15	1	215	0.74	1.80		0.36		238.8		0.970		21.39	20.97		9.49
1997-11-13T00:00:00	54.5295	10.0393	20	1	215	0.47	1.90		0.46		224.2		1.090		22.18	24.03		10.39
1997-11-13T00:00:00	54.5295	10.0393	25	1	215	0.39	2.90		0.60		133.1		2.150		22.86	41.80		11.77
1997-12-10T00:00:00	54.5295	10.0393	1	1	216	2.34	2.10		0.39		338.3		0.580		17.30	14.81		5.80
1997-12-10T00:00:00	54.5295	10.0393	2	1	216	2.36									17.34			5.80
1997-12-10T00:00:00	54.5295	10.0393	3	1	216	2.38									17.30			5.80
1997-12-10T00:00:00	54.5295	10.0393	5	1	216	2.36	2.20		0.40		336.0		0.610		17.35	14.63		5.80
1997-12-10T00:00:00	54.5295	10.0393	10	1	216	0.80	2.30		0.41		322.2		0.690		18.72	15.96		6.10
1997-12-10T00:00:00	54.5295	10.0393	15	1	216	0.46	2.50		0.44		315.8		0.780		19.17	17.64		6.30
1997-12-10T00:00:00	54.5295	10.0393	20	1	216	0.72	3.00		0.52		299.3		0.890		19.79	20.79		6.60
1997-12-10T00:00:00	54.5295	10.0393	25	1	216	0.61	3.60		0.74		268.5		1.100		19.89	26.72		6.71
1998-01-14T00:00:00	54.5295	10.0393	1	1	221	1.17	5.50		0.82		361.6		0.550		16.74	16.60		4.00
1998-01-14T00:00:00	54.5295	10.0393	2	1	221	1.18									16.74			4.00
1998-01-14T00:00:00	54.5295	10.0393	3	1	221	1.23									16.74			4.00
1998-01-14T00:00:00	54.5295	10.0393	5	1	221	1.31	5.50		0.81		360.0		0.600		16.74	16.82		4.00
1998-01-14T00:00:00	54.5295	10.0393	10	1	221	1.17	5.40		0.74		311.0		0.740		19.58	21.28		5.00
1998-01-14T00:00:00	54.5295	10.0393	15	1	221	0.44	6.00		0.38		296.2		0.760		23.40	16.30		5.70
1998-01-14T00:00:00	54.5295	10.0393	20	1	221	0.35	6.60		0.32		289.1		0.790		24.10	15.88		5.90
1998-01-14T00:00:00	54.5295	10.0393	25	1	221	0.46	6.60		0.35		287.2		0.820		24.20	16.12		5.90
1998-02-12T00:00:00	54.5295	10.0393	1	1	225	3.45	6.50		0.77		351.6		0.690		19.25	16.88		4.00
1998-02-12T00:00:00	54.5295	10.0393	2	1	225	3.55												
1998-02-12T00:00:00	54.5295	10.0393	3	1	225	3.59												
1998-02-12T00:00:00	54.5295	10.0393	5	1	225		8.50		0.77		352.4		0.700		19.32	16.89		4.60
1998-02-12T00:00:00	54.5295	10.0393	10	1	225	2.53	8.90		0.53		319.5		0.800		21.80	19.95		4.80
1998-02-12T00:00:00	54.5295	10.0393	15	1	225	1.96	8.70		0.44		297.3		0.820		22.30	21.23		4.90
1998-02-12T00:00:00	54.5295	10.0393	20	1	225	1.16	8.80		0.32		256.7		0.880		23.10	23.05		5.50
1998-02-12T00:00:00	54.5295	10.0393	25	1	225	0.51	9.20		0.27		233.0		0.920		23.70	25.68		5.70
1998-02-25T00:00:00	54.5295	10.0393	1	1	227	8.24	3.80		0.27		388.9		0.200		19.71	8.05		4.60
1998-02-25T00:00:00	54.5295	10.0393	2	1	227	9.04									19.72			4.60
1998-02-25T00:00:00	54.5295	10.0393	3	1	227	7.74									19.73			4.60
1998-02-25T00:00:00	54.5295	10.0393	5	1	227	8.12	3.80		0.26		389.8		0.190		19.77	7.78		4.50
1998-02-25T00:00:00	54.5295	10.0393	10	1	227	6.07	8.10		0.32		313.4		0.580		22.20	16.26		5.20
1998-02-25T00:00:00	54.5295	10.0393	15	1	227	4.39	8.90		0.31		296.7		0.710		23.00	21.30		4.70
1998-02-25T00:00:00	54.5295	10.0393	20	1	227	1.20	9.40		0.35		294.0		0.800		23.30	20.76		4.40
1998-02-25T00:00:00	54.5295	10.0393	25	1	227	0.87	9.40		0.33		293.0		0.820		23.60	19.93		4.10
1998-03-11T00:00:00	54.5295	10.0393	1	1	231	16.23	0.30		0.01		387.0		0.020		22.01	0.56		4.23
1998-03-11T00:00:00	54.5295	10.0393	2	1	231	15.26									22.01			4.23
1998-03-11T00:00:00	54.5295	10.0393	3	1	231	14.73									22.01			4.23
1998-03-11T00:00:00	54.5295	10.0393	5	1	231	14.49	0.20		0.01		388.9		0.010		22.01	0.66		4.23
1998-03-11T00:00:00	54.5295	10.0393	10	1	231	15.94	0.30		0.01		386.5		0.020		22.00	0.72		4.24
1998-03-11T00:00:00	54.5295	10.0393	15	1	231	15.94	0.00		0.01		388.4		0.030		22.01	0.60		4.25
1998-03-11T00:00:00	54.5295	10.0393	20	1	231	14.49	3.20		0.05		353.5		0.170		22.27	3.74		4.38
1998-03-11T00:00:00	54.5295	10.0393	25	1	231	15.41	2.40		0.05		361.3		0.140		23.59	2.75		4.69
1998-03-26T00:00:00	54.5295	10.0393	1	1	233	4.20	0.00		0.01		382.4		0.020		21.07	0.18		4.68
1998-03-26T00:00:00	54.5295	10.0393	2	1	233	4.82									21.09			4.65
1998-03-26T00:00:00	54.5295	10.0393	3	1	233	3.57									21.10			4.63
1998-03-26T00:00:00	54.5295	10.0393	5	1	233	5.53	0.00		0.01		380.4		0.010		21.16	0.13		4.59
1998-03-26T00:00:00	54.5295	10.0393	10	1	233	9.81	0.10		0.01		370.5		0.000		22.13	0.03		4.27
1998-03-26T00:00:00	54.5295	10.0393	15	1	233	10.87	0.30		0.02		349.2		0.010		22.48	0.24		4.34
1998-03-26T00:00:00	54.5295	10.0393	20	1	233	13.58	1.10		0.04		330.3		0.030		22.67	0.59		4.37
1998-03-26T00:00:00	54.5295	10.0393	25	1	233	11.74	2.60		0.07		300.3		0.100		23.03	2.00		4.46
1998-04-01T00:00:00	54.5295	10.0393	1	1	235	2.26	0.00		0.01		391.5		0.030		14.86	0.38		5.85
1998-04-01T00:00:00	54.5295	10.0393	2	1	235	2.59									16.91			5.92
1998-04-01T00:00:00	54.5295	10.0393	3	1	235	2.97									17.96			5.63
1998-04-01T00:00:00	54.5295	10.0393	5	1	235	2.97	0.00		0.00		396.5		0.020		20.44	0.05		4.91
1998-04-01T00:00:00	54.5295	10.0393	10	1	235	3.61	0.00		0.00		375.1		0.010		21.42	0.16		4.71
1998-04-01T00:00:00	54.5295	10.0393	15	1	235	2.77	0.10		0.00		361.1		0.000		21.64	0.04		4.88
1998-04-01T00:00:00	54.5295	10.0393	20	1	235	4.50	0.40		0.01		330.1		0.020		22.15	0.18		4.63
1998-04-01T00:00:00	54.5295	10.0393	25	1	235	15.74	4.40		0.12		206.5		0.600		23.20	4.00		4.63
1998-04-22T00:00:00	54.5295	10.0393	1	1	237	2.55	0.10		0.02		366.9		0.030		11.67	0.95		6.88
1998-04-22T00:00:00	54.5295	10.0393	2	1	237	2.77									11.67			6.88
1998-04-22T00:00:00	54.5295	10.0393	3	1	237	2.54									11.69			6.88
1998-04-22T00:00:00	54.5295	10.0393	5	1	237	2.96	0.10		0.02		354.0		0.020		11.75	0.87		6.87
1998-04-22T00:00:00	54.5295	10.0393	10	1	237	3.81	0.30		0.05		343.9		0.010		14.05	0.35		5.97
1998-04-22T00:00:00	54.5295	10.0393	15	1	237	3.61	0.70		0.05		309.5		0.010		15.35	0.28		5.74
1998-04-22T00:00:00	54.5295	10.0393	20	1	237	2.65	0.80		0.06		258.4		0.030		18.26	2.34		5.36
1998-04-22T00:00:00	54.5295	10.0393	25	1	237	2.03	0.80		0.13		154.2		0.380		21.74	12.75		5.13
1998-05-11T00:00:00	54.5295	10.0393	1	1	240	1.76	0.40		0.02		355.9		0.150		11.28	1.80		12.32
1998-05-11T00:00:00	54.5295	10.0393	2	1	240	1.65									11.30			12.12
1998-05-11T00:00:00	54.5295	10.0393	3	1	240	1.56									11.29			11.69
1998-05-11T00:00:00	54.5295	10.0393	4	1	240	2.03	0.40		0.03		341.8		0.090		11.33	1.76		11.73
1998-05-11T00:00:00	54.5295	10.0393	9	1	240	2.10	0.10		0.01		337.7		0.040		12.76	2.13		8.58
1998-05-11T00:00:00	54.5295	10.0393	14	1	240	1.06	1.30		0.08		250.1		0.010		18.73	14.05		5.86
1998-05-11T00:00:00	54.5295	10.0393	19	1	240	0.67	2.70		0.14		180.9		0.250		21.26	24.83		5.48
1998-05-11T00:00:00	54.5295	10.0393	24	1	240	0.82	3.80		0.21		166.3		0.500		22.62	28.49		5.46
1998-06-10T00:00:00	54.5295	10.0393	1	1	244	2.22	0.07		0.02		300.4		0.030		12.48	2.65		14.72
1998-06-10T00:00:00	54.5295	10.0393	2	1	244	1.98									12.48			14.70
1998-06-10T00:00:00	54.5295	10.0393	3	1	244	2.12									12.48			14.69
1998-06-10T00:00:00	54.5295	10.0393	5	1	244	2.05	0.06		0.02		300.8		0.000		12.48	2.65		14.69
1998-06-10T00:00:00	54.5295	10.0393	10	1	244	3.04	0.03		0.02		266.2		0.000		15.38	5.75		10.27
1998-06-10T00:00:00	54.5295	10.0393	15	1	244	1.06	0.58		0.10		218.8		0.040		18.33	11.52		7.63
1998-06-10T00:00:00	54.5295	10.0393	20	1	244	1.48	2.92		0.27		149.5		0.400		20.86	29.32		6.23
1998-06-10T00:00:00	54.5295	10.0393	25	1	244	0.58	3.76		0.60		78.4		1.500		22.68	59.30		5.71
1998-06-25T00:00:00	54.5295	10.0393	1	1	249	1.45	0.06		0.00		322.4		0.010		12.86	0.46		16.67
1998-06-25T00:00:00	54.5295	10.0393	2	1	249	1.44									12.87			16.65
1998-06-25T00:00:00	54.5295	10.0393	3	1	249	1.73									12.86			16.62
1998-06-25T00:00:00	54.5295	10.0393	5	1	249	1.36	0.04		0.00		304.2		0.000		13.01	1.03		16.11
1998-06-25T00:00:00	54.5295	10.0393	10	1	249	1.05	0.04		0.01		217.6		0.040		19.68	5.73		11.38
1998-06-25T00:00:00	54.5295	10.0393	15	1	249	1.47	2.58		0.27		176.1		0.270		21.15	23.09		7.03
1998-06-25T00:00:00	54.5295	10.0393	20	1	249	0.70	4.43		0.39		102.9		0.840		22.22	44.22		6.62
1998-06-25T00:00:00	54.5295	10.0393	25	1	249	1.90	4.87		0.34		105.0		1.030		22.88	42.71		6.91
1998-07-02T00:00:00	54.5295	10.0393	1	1	253	1.44	0.07		0.00		295.0		0.020		12.64	0.07		16.90
1998-07-02T00:00:00	54.5295	10.0393	2	1	253	1.64									12.67			16.87
1998-07-02T00:00:00	54.5295	10.0393	3	1	253	1.62									12.69			16.85
1998-07-02T00:00:00	54.5295	10.0393	5	1	253	1.83	0.06		0.01		296.4		0.010		12.87	0.07		16.70
1998-07-02T00:00:00	54.5295	10.0393	10	1	253	3.07	0.07		0.00		286.7		0.010		16.27	1.62		13.68
1998-07-02T00:00:00	54.5295	10.0393	15	1	253	2.61	0.03		0.01		239.0		0.060		20.37	4.85		10.72
1998-07-02T00:00:00	54.5295	10.0393	20	1	253	4.21	3.31		0.20		133.0		0.460		21.54	29.50		7.35
1998-07-02T00:00:00	54.5295	10.0393	25	1	253	1.16	5.14		0.26		66.7		1.500		22.40	63.80		6.53
1998-07-08T00:00:00	54.5295	10.0393	1	1	257	3.21	0.05		0.02		295.0		0.030		14.27	0.17		15.46
1998-07-08T00:00:00	54.5295	10.0393	2	1	257	3.34									14.27			15.43
1998-07-08T00:00:00	54.5295	10.0393	3	1	257	3.28									14.28			15.42
1998-07-08T00:00:00	54.5295	10.0393	5	1	257	3.31	0.07		0.01		293.9		0.030		14.29	0.05		15.34
1998-07-08T00:00:00	54.5295	10.0393	10	1	257	3.22	0.07		0.01		294.0		0.010		14.32	0.02		15.28
1998-07-08T00:00:00	54.5295	10.0393	15	1	257	2.70	0.09		0.02		214.1		0.080		19.39	7.28		11.64
1998-07-08T00:00:00	54.5295	10.0393	20	1	257	2.35	0.15		0.04		156.9		0.240		20.90	22.46		9.11
1998-07-08T00:00:00	54.5295	10.0393	25	1	257	1.31	5.41		0.40		58.2		1.620		22.46	78.55		9.11
1998-07-15T00:00:00	54.5295	10.0393	1	1	261	1.19	0.06		0.01		263.1		0.130		19.69	7.22		12.05
1998-07-15T00:00:00	54.5295	10.0393	2	1	261	1.25									19.79			11.94
1998-07-15T00:00:00	54.5295	10.0393	3	1	261	1.32									19.97			11.59
1998-07-15T00:00:00	54.5295	10.0393	5	1	261	1.92	0.05		0.01		229.6		0.180		20.27	12.58		10.90
1998-07-15T00:00:00	54.5295	10.0393	10	1	261	2.66	0.04		0.01		226.3		0.220		20.47	13.55		11.21
1998-07-15T00:00:00	54.5295	10.0393	15	1	261	4.11	0.09		0.01		164.5		0.400		21.58	21.68		10.28
1998-07-15T00:00:00	54.5295	10.0393	20	1	261	2.88	0.96		0.05		119.3		0.610		22.20	33.00		9.07
1998-07-15T00:00:00	54.5295	10.0393	25	1	261	0.82	3.46		0.12		87.8		1.050		22.95	43.55		8.48
1998-07-22T00:00:00	54.5295	10.0393	1	1	264	3.74	0.21		0.01		283.0		0.060		18.44	3.60		14.72
1998-07-22T00:00:00	54.5295	10.0393	2	1	264	4.21									18.45			14.72
1998-07-22T00:00:00	54.5295	10.0393	3	1	264	4.44									18.46			14.68
1998-07-22T00:00:00	54.5295	10.0393	5	1	264	4.39	0.18		0.01		276.3		0.070		18.81	3.10		14.16
1998-07-22T00:00:00	54.5295	10.0393	10	1	264	2.88	0.12		0.01		248.9		0.150		20.16	5.35		12.41
1998-07-22T00:00:00	54.5295	10.0393	15	1	264	2.68	0.10		0.01		227.0		0.250		20.82	12.21		11.41
1998-07-22T00:00:00	54.5295	10.0393	20	1	264	2.57	0.11		0.01		158.6		0.410		21.70	22.03		10.31
1998-07-22T00:00:00	54.5295	10.0393	25	1	264	0.88	3.65		0.12		74.2		1.220		22.82	46.99		8.57
1998-07-29T00:00:00	54.5295	10.0393	1	1	266	2.05	0.04		0.01		290.4		0.060		16.85	0.08		16.96
1998-07-29T00:00:00	54.5295	10.0393	2	1	266	2.02									16.86			16.97
1998-07-29T00:00:00	54.5295	10.0393	3	1	266	2.01									16.86			16.96
1998-07-29T00:00:00	54.5295	10.0393	5	1	266	2.92	0.03		0.01		292.5		0.030		17.10	0.07		16.74
1998-07-29T00:00:00	54.5295	10.0393	10	1	266	3.01	0.03		0.01		284.7		0.070		18.86	0.73		15.19
1998-07-29T00:00:00	54.5295	10.0393	15	1	266	2.99	0.03		0.01		233.5		0.190		20.75	5.41		12.18
1998-07-29T00:00:00	54.5295	10.0393	20	1	266	1.46	0.10		0.04		105.0		0.720		22.27	34.65		9.23
1998-07-29T00:00:00	54.5295	10.0393	25	1	266	2.04	1.69		0.11		61.7		1.250		22.52	47.55		8.79
1998-08-11T00:00:00	54.5295	10.0393	1	1	271	2.40	0.18		0.01		288.6		0.040		16.48	0.32		17.22
1998-08-11T00:00:00	54.5295	10.0393	2	1	271	2.19									16.48			17.22
1998-08-11T00:00:00	54.5295	10.0393	3	1	271	2.54									16.48			17.21
1998-08-11T00:00:00	54.5295	10.0393	5	1	271	2.09	0.18		0.01		292.9		0.030		16.48	0.25		17.21
1998-08-11T00:00:00	54.5295	10.0393	10	1	271	5.07	0.17		0.01		284.0		0.020		16.97	0.16		16.83
1998-08-11T00:00:00	54.5295	10.0393	15	1	271	4.12	0.12		0.01		197.0		0.210		20.03	7.86		13.58
1998-08-11T00:00:00	54.5295	10.0393	20	1	271		0.18		0.03		92.1		0.670		21.44	32.03		10.90
1998-08-11T00:00:00	54.5295	10.0393	25	1	271	2.34	0.48		0.16		25.6		1.660		22.23	53.45		9.44
1998-08-19T00:00:00	54.5295	10.0393	1	1	273	2.45	0.22		0.01		282.2		0.050		16.03	0.14		17.46
1998-08-19T00:00:00	54.5295	10.0393	2	1	273	2.39									16.05			17.45
1998-08-19T00:00:00	54.5295	10.0393	3	1	273	2.30									16.06			17.44
1998-08-19T00:00:00	54.5295	10.0393	5	1	273	2.33	0.22		0.01		282.1		0.020		16.09	0.10		17.44
1998-08-19T00:00:00	54.5295	10.0393	10	1	273	3.92	0.20		0.01		282.3		0.010		16.85	0.10		17.36
1998-08-19T00:00:00	54.5295	10.0393	15	1	273	5.68	0.14		0.01		242.6		0.050		19.40	0.78		14.58
1998-08-19T00:00:00	54.5295	10.0393	20	1	273	1.68	0.18		0.05		103.1		0.630		21.39	25.90		11.01
1998-08-19T00:00:00	54.5295	10.0393	25	1	273	1.71	0.55		0.18		21.1		3.330		22.05	57.29		9.66
1998-08-26T00:00:00	54.5295	10.0393	1	1	276	3.90	0.73		0.27		21.1		3.950		16.63	57.27		16.09
1998-08-26T00:00:00	54.5295	10.0393	2	1	276	3.57									16.63			16.10
1998-08-26T00:00:00	54.5295	10.0393	3	1	276	3.86									16.63			16.10
1998-08-26T00:00:00	54.5295	10.0393	5	1	276	3.53									16.64			16.07
1998-08-26T00:00:00	54.5295	10.0393	10	1	276	3.91									16.65			16.07
1998-08-26T00:00:00	54.5295	10.0393	15	1	276	4.92									18.20			15.66
1998-08-26T00:00:00	54.5295	10.0393	20	1	276	2.89									21.06			11.67
1998-08-26T00:00:00	54.5295	10.0393	25	1	276	0.19									21.88			10.10
1998-09-01T00:00:00	54.5295	10.0393	1	1	276		1.16		0.13		297.9		0.440		14.63	27.08		16.85
1998-09-01T00:00:00	54.5295	10.0393	5	1	276		0.67		0.10		260.9		0.580		16.07	15.45		16.56
1998-09-01T00:00:00	54.5295	10.0393	10	1	276		0.55		0.07		249.1		0.600		16.37	12.37		16.42
1998-09-01T00:00:00	54.5295	10.0393	15	1	276		1.04		0.23		194.7		1.330		17.06	22.00		15.87
1998-09-01T00:00:00	54.5295	10.0393	20	1	276		1.22		0.37		78.0		4.050		18.45	43.73		14.54
1998-09-08T00:00:00	54.5295	10.0393	1	1	280	2.39	0.14		0.00		292.5		0.070		17.23	2.78		15.48
1998-09-08T00:00:00	54.5295	10.0393	2	1	280	2.58												15.45
1998-09-08T00:00:00	54.5295	10.0393	3	1	280	2.52												15.47
1998-09-08T00:00:00	54.5295	10.0393	5	1	280	2.38	0.14		0.01		291.7		0.030		17.25	2.75		15.46
1998-09-08T00:00:00	54.5295	10.0393	9	1	280	3.80	0.13		0.01		259.0		0.130		17.63	7.61		15.03
1998-09-08T00:00:00	54.5295	10.0393	14	1	280	3.46	0.11		0.00		253.9		0.160		17.71	8.36		14.99
1998-09-08T00:00:00	54.5295	10.0393	19	1	280	2.61	0.21		0.06		62.2		0.930		19.97	35.40		13.48
1998-09-08T00:00:00	54.5295	10.0393	24	1	280	0.70	0.18		0.06		7.9		4.500		21.68	58.64		10.80
1998-09-16T00:00:00	54.5295	10.0393	1	1	282	3.10	0.04		0.00		290.5		0.070		15.93	5.19		14.51
1998-09-16T00:00:00	54.5295	10.0393	2	1	282	3.18												
1998-09-16T00:00:00	54.5295	10.0393	3	1	282	3.85												
1998-09-16T00:00:00	54.5295	10.0393	5	1	282	2.95	0.03		0.01		282.1		0.080		16.70	5.11		14.83
1998-09-16T00:00:00	54.5295	10.0393	10	1	282	2.20	0.03		0.00		278.3		0.110		17.52	5.35		14.91
1998-09-16T00:00:00	54.5295	10.0393	15	1	282	2.34	0.02		0.00		255.0		0.180		17.75	7.37		15.01
1998-09-16T00:00:00	54.5295	10.0393	20	1	282	2.39	0.04		0.00		209.7		0.380		18.69	13.29		14.51
1998-09-16T00:00:00	54.5295	10.0393	25	1	282	0.31	0.10		0.09		3.9		5.050		21.63	65.32		10.90
1998-09-21T00:00:00	54.5295	10.0393	1	1	284	1.07	0.13		0.01		315.3		0.090		15.07	6.08		14.51
1998-09-21T00:00:00	54.5295	10.0393	2	1	284	0.64									19.72			4.60
1998-09-21T00:00:00	54.5295	10.0393	3	1	284	2.18									19.73			4.60
1998-09-21T00:00:00	54.5295	10.0393	5	1	284	0.69	0.13		0.01		311.6		0.050		15.63	5.64		14.60
1998-09-21T00:00:00	54.5295	10.0393	10	1	284	0.98	0.10		0.01		288.1		0.090		16.82	5.26		14.51
1998-09-21T00:00:00	54.5295	10.0393	15	1	284	0.76	0.08		0.01		273.9		0.160		17.82	7.11		14.60
1998-09-21T00:00:00	54.5295	10.0393	20	1	284	0.51	0.05		0.01		178.7		0.760		18.90	19.05		14.23
1998-09-21T00:00:00	54.5295	10.0393	25	1	284	0.25	0.11		0.07		3.8		7.400		21.61	75.38		10.87
1998-10-15T00:00:00	54.5295	10.0393	1	1	286	2.09	0.76		0.13		296.4		0.550		15.73	19.43		11.55
1998-10-15T00:00:00	54.5295	10.0393	2	1	286	1.99									19.72			4.60
1998-10-15T00:00:00	54.5295	10.0393	3	1	286	2.20									19.73			4.60
1998-10-15T00:00:00	54.5295	10.0393	5	1	286	1.92	0.70		0.13		300.6		0.600		15.73	19.54		11.55
1998-10-15T00:00:00	54.5295	10.0393	10	1	286	1.89	0.70		0.13		299.1		0.570		15.75	19.57		11.56
1998-10-15T00:00:00	54.5295	10.0393	15	1	286	0.92	0.73		0.13		297.1		0.600		15.79	19.60		11.60
1998-10-15T00:00:00	54.5295	10.0393	20	1	286	1.55	0.70		0.14		295.8		0.640		15.88	19.77		11.62
1998-10-15T00:00:00	54.5295	10.0393	25	1	286	1.29	0.81		0.18		290.4		0.780		15.93	20.88		11.57
1998-11-03T00:00:00	54.5295	10.0393	1	1	291	6.03	1.41		0.10		322.2		0.410		16.74	13.82		9.03
1998-11-03T00:00:00	54.5295	10.0393	2	1	291	5.98									19.72			4.60
1998-11-03T00:00:00	54.5295	10.0393	3	1	291	6.59									19.73			4.60
1998-11-03T00:00:00	54.5295	10.0393	5	1	291	6.59	1.44		0.10		323.1		0.450		16.75	13.84		9.04
1998-11-03T00:00:00	54.5295	10.0393	10	1	291	6.46	1.54		0.10		320.0		0.530		17.01	14.25		9.22
1998-11-03T00:00:00	54.5295	10.0393	15	1	291	1.27	3.73		0.14		261.7		0.800		20.25	19.72		10.56
1998-11-03T00:00:00	54.5295	10.0393	20	1	291	0.96	4.19		0.23		222.2		1.110		21.75	22.80		10.80
1998-11-03T00:00:00	54.5295	10.0393	25	1	291	1.19	4.19		0.29		215.5		1.270		21.81	24.43		10.81
1998-12-08T00:00:00	54.5295	10.0393	1	1	293	3.81	2.74		0.49		380.2		0.420			10.54		
1998-12-08T00:00:00	54.5295	10.0393	2	1	293	3.96												
1998-12-08T00:00:00	54.5295	10.0393	3	1	293	4.17												
1998-12-08T00:00:00	54.5295	10.0393	5	1	293	4.14	2.70		0.49		378.4		0.430			10.25		
1998-12-08T00:00:00	54.5295	10.0393	10	1	293	3.82	2.69		0.46		378.3		0.410			9.95		
1998-12-08T00:00:00	54.5295	10.0393	15	1	293	3.52	2.63		0.35		367.5		0.420			8.63		
1998-12-08T00:00:00	54.5295	10.0393	20	1	293	4.05	4.28		0.20		318.7		0.640			11.97		
1998-12-08T00:00:00	54.5295	10.0393	25	1	293	2.57	4.64		0.52		159.0		0.950			42.78		
1999-01-26T09:51:00	54.5295	10.0393	1	1	294	1.82	7.39	6	0.82	6	363.6	2	0.660	6	17.59	14.33	6	3.54
1999-01-26T09:51:00	54.5295	10.0393	5	1	294	1.79	7.34	6	0.82	6	364.4	2	0.610	6	17.59	13.96	6	3.54
1999-01-26T09:51:00	54.5295	10.0393	10	1	294	1.49	7.66	6	0.83	6	345.1	2	0.650	6	18.35	15.96	6	4.08
1999-01-26T09:51:00	54.5295	10.0393	15	1	294	1.40	8.23	6	0.87	6	336.2	2	0.660	6	18.51	17.90	6	4.19
1999-01-26T09:51:00	54.5295	10.0393	20	1	294	1.09	8.35	6	0.89	6	325.9	2	0.710	6	18.66	19.05	6	4.27
1999-01-26T09:51:00	54.5295	10.0393	25	1	294	0.75	8.05	6	0.93	6	276.0	2	0.780	6	19.22	23.94	6	4.42
1999-02-12T09:00:00	54.5295	10.0393	1	1	295	2.56	9.95	6	1.05	6	375.7	2	0.500	6	17.51	13.48	6	2.15
1999-02-12T09:00:00	54.5295	10.0393	5	1	295	2.46	9.89	6	1.04	6	374.0	2	0.450	6	17.60	13.53	6	2.28
1999-02-12T09:00:00	54.5295	10.0393	10	1	295	3.17	10.09	6	1.05	6	372.3	2	0.440	6	17.61	13.93	6	2.36
1999-02-12T09:00:00	54.5295	10.0393	15	1	295	2.76	9.97	6	1.07	6	367.1	2	0.460	6	17.65	14.15	6	2.52
1999-02-12T09:00:00	54.5295	10.0393	20	1	295	2.36	9.56	6	1.18	6	346.4	2	0.570	6	18.04	17.10	6	3.55
1999-02-12T09:00:00	54.5295	10.0393	25	1	295	1.99	9.82	6	1.17	6	322.7	2	0.630	6	18.18	20.42	6	3.70
1999-03-25T09:00:00	54.5295	10.0393	1	1	296	4.91	1.36	6	0.29	6	420.0	2	0.050	6	11.95	4.50	6	3.51
1999-03-25T09:00:00	54.5295	10.0393	5	1	296	6.06	1.22	6	0.27	6	421.3	2	0.020	6	12.62	4.20	6	3.45
1999-03-25T09:00:00	54.5295	10.0393	10	1	296	6.87	1.97	6	0.28	6	424.8	2	0.030	6	14.74	1.48	6	3.23
1999-03-25T09:00:00	54.5295	10.0393	15	1	296	6.13	2.68	6	0.29	6	417.6	2	0.030	6	16.99	0.60	6	3.48
1999-03-25T09:00:00	54.5295	10.0393	20	1	296	4.98	3.37	6	0.29	6	412.2	2	0.030	6	17.52	0.34	6	3.45
1999-03-25T09:00:00	54.5295	10.0393	25	1	296	8.57	11.76	6	0.94	6	258.5	2	0.570	6	19.08	18.52	6	3.44
1999-04-27T07:54:00	54.5295	10.0393	1	1	297	0.95	3.88	6	0.18	6	355.2	2	0.030	6	14.92	2.34	6	7.18
1999-04-27T07:54:00	54.5295	10.0393	5	1	297	0.96	3.65	6	0.16	6	355.3	2	0.050	6	15.01	2.28	6	7.07
1999-04-27T07:54:00	54.5295	10.0393	10	1	297	0.95	3.35	6	0.22	6	364.7	2	0.030	6	17.18	1.26	6	4.57
1999-04-27T07:54:00	54.5295	10.0393	15	1	297	0.93	6.74	6	0.38	6	309.2	2	0.090	6	18.01	4.37	6	4.12
1999-04-27T07:54:00	54.5295	10.0393	20	1	297	0.28	7.78	6	0.24	6	242.4	2	0.340	6	19.48	9.13	6	4.04
1999-04-27T07:54:00	54.5295	10.0393	25	1	297	0.41	7.94	6	0.15	6	190.8	2	0.580	6	21.35	15.82	6	4.17
1999-05-25T12:57:00	54.5295	10.0393	1	1	298	1.59	0.03	6	0.00	6	333.2	2	0.070	6	11.87	4.14	6	11.58
1999-05-25T12:57:00	54.5295	10.0393	5	1	298	1.56	0.03	6	0.00	6	333.6	2	0.030	6	11.54	4.14	6	11.54
1999-05-25T12:57:00	54.5295	10.0393	10	1	298	2.00	0.63	6	0.08	6	317.8	2	0.020	6	14.20	3.48	6	9.56
1999-05-25T12:57:00	54.5295	10.0393	15	1	298	1.62	1.89	6	0.17	6	306.8	2	0.040	6	15.23	4.04	6	8.69
1999-05-25T12:57:00	54.5295	10.0393	20	1	298	0.95	4.33	6	0.52	6	284.0	2	0.070	6	16.49	6.22	6	6.85
1999-05-25T12:57:00	54.5295	10.0393	25	1	298	0.41	8.63	6	0.54	6	103.1	2	1.610	6	20.81	40.50	6	4.38
