Date/Time	Latitude	Longitude	Depth water [m]	Cast	Sample label	Chl a [µg/l]	[NO3]- [µmol/l]	Flag (NO3)	[NO2]- [µmol/l]	Flag (NO2)	O2 [µmol/kg]	Flag (Oxygen)	[PO4]3- [µmol/l]	Flag (PO4)	Sal	SiO2 [µmol/l]	Flag (SiO2)	Temp [°C]
1957-04-30T00:00:00	54.5295	10.0393	1	1	1						321.9		0.000		15.30			7.70
1957-04-30T00:00:00	54.5295	10.0393	5	1	1						325.0		0.010		15.30			5.40
1957-04-30T00:00:00	54.5295	10.0393	10	1	1						325.0		0.020		15.70			6.10
1957-04-30T00:00:00	54.5295	10.0393	15	1	1						318.8		0.030		16.40			4.50
1957-04-30T00:00:00	54.5295	10.0393	20	1	1						300.0		0.060		17.00			4.30
1957-04-30T00:00:00	54.5295	10.0393	26	1	1						281.3		0.240		17.40			4.30
1957-05-14T00:00:00	54.5295	10.0393	1	1	2								0.020		15.40			8.70
1957-05-14T00:00:00	54.5295	10.0393	5	1	2								0.070		15.40			8.70
1957-05-14T00:00:00	54.5295	10.0393	10	1	2								0.010		15.80			7.20
1957-05-14T00:00:00	54.5295	10.0393	15	1	2								0.150		17.00			6.40
1957-05-14T00:00:00	54.5295	10.0393	20	1	2								0.170		17.40			6.30
1957-05-14T00:00:00	54.5295	10.0393	26	1	2								0.410		18.40			6.50
1957-06-04T00:00:00	54.5295	10.0393	1	1	3								0.040		14.70			13.40
1957-06-04T00:00:00	54.5295	10.0393	5	1	3								0.010		14.70			13.20
1957-06-04T00:00:00	54.5295	10.0393	10	1	3								0.120		15.00			10.20
1957-06-04T00:00:00	54.5295	10.0393	15	1	3								0.190		15.60			8.80
1957-06-04T00:00:00	54.5295	10.0393	20	1	3								0.460		17.60			6.70
1957-06-04T00:00:00	54.5295	10.0393	26	1	3								0.750		18.40			6.40
1957-06-14T00:00:00	54.5295	10.0393	1	1	4						437.5		0.010		14.80			13.90
1957-06-14T00:00:00	54.5295	10.0393	5	1	4						340.6		0.030		14.80			13.50
1957-06-14T00:00:00	54.5295	10.0393	10	1	4						346.9		0.010		14.90			12.60
1957-06-14T00:00:00	54.5295	10.0393	15	1	4						334.4		0.000		15.50			10.50
1957-06-14T00:00:00	54.5295	10.0393	20	1	4						243.8		0.040		18.20			6.60
1957-06-14T00:00:00	54.5295	10.0393	26	1	4						193.8		0.870		18.80			6.40
1957-07-05T00:00:00	54.5295	10.0393	1	1	5						303.1		0.100		14.60			18.90
1957-07-05T00:00:00	54.5295	10.0393	5	1	5						293.8		0.090		14.70			18.30
1957-07-05T00:00:00	54.5295	10.0393	10	1	5						331.3		0.050		15.80			11.00
1957-07-05T00:00:00	54.5295	10.0393	15	1	5						246.9		0.420		19.10			8.30
1957-07-05T00:00:00	54.5295	10.0393	20	1	5						228.1		0.410		20.20			8.40
1957-07-05T00:00:00	54.5295	10.0393	26	1	5						162.5		0.500		21.80			8.20
1957-07-30T00:00:00	54.5295	10.0393	1	1	6								0.520		13.70			17.40
1957-07-30T00:00:00	54.5295	10.0393	5	1	6								0.590		15.30			17.40
1957-07-30T00:00:00	54.5295	10.0393	10	1	6								0.090		15.70			16.30
1957-07-30T00:00:00	54.5295	10.0393	15	1	6								0.380		18.60			9.20
1957-07-30T00:00:00	54.5295	10.0393	20	1	6								0.620		21.20			9.00
1957-07-30T00:00:00	54.5295	10.0393	26	1	6								0.810		24.50			
1957-09-09T00:00:00	54.5295	10.0393	1	1	7						175.0		0.160		15.70			
1957-09-09T00:00:00	54.5295	10.0393	5	1	7						228.1							14.70
1957-09-09T00:00:00	54.5295	10.0393	10	1	7						262.5							12.50
1957-09-09T00:00:00	54.5295	10.0393	15	1	7						265.6		0.360		23.20			12.80
1957-09-09T00:00:00	54.5295	10.0393	20	1	7						212.5		0.770		23.60			12.00
1957-09-09T00:00:00	54.5295	10.0393	26	1	7						209.4							11.10
1957-10-31T00:00:00	54.5295	10.0393	1	1	8						300.0		0.530		19.00			10.90
1957-10-31T00:00:00	54.5295	10.0393	5	1	8						293.8		0.460		19.00			10.90
1957-10-31T00:00:00	54.5295	10.0393	10	1	8						253.1		1.050		20.40			11.10
1957-10-31T00:00:00	54.5295	10.0393	15	1	8						225.0		1.290		21.80			11.30
1957-10-31T00:00:00	54.5295	10.0393	20	1	8						134.4		1.340		21.90			11.40
1957-10-31T00:00:00	54.5295	10.0393	26	1	8						56.3		2.650		22.40			11.50
1957-11-07T00:00:00	54.5295	10.0393	1	1	9						296.9		0.750		18.80			10.10
1957-11-07T00:00:00	54.5295	10.0393	5	1	9						287.5		1.120		18.80			10.10
1957-11-07T00:00:00	54.5295	10.0393	10	1	9						278.1		0.830		19.70			10.20
1957-11-07T00:00:00	54.5295	10.0393	15	1	9						284.4		0.570		20.00			10.50
1957-11-07T00:00:00	54.5295	10.0393	20	1	9						253.1		0.590		20.90			11.00
1957-11-07T00:00:00	54.5295	10.0393	26	1	9						200.0		1.310		21.70			10.90
1957-11-28T00:00:00	54.5295	10.0393	1	1	10						331.3		0.400		15.70			7.20
1957-11-28T00:00:00	54.5295	10.0393	5	1	10						325.0		0.420		15.80			7.20
1957-11-28T00:00:00	54.5295	10.0393	10	1	10						350.0		0.300		15.80			7.20
1957-11-28T00:00:00	54.5295	10.0393	15	1	10						306.3		0.890		18.60			8.10
1957-11-28T00:00:00	54.5295	10.0393	20	1	10						315.6		1.020		19.60			9.40
1957-11-28T00:00:00	54.5295	10.0393	26	1	10						243.8		1.190		19.70			9.20
1957-12-19T00:00:00	54.5295	10.0393	1	1	11						337.5		0.200		16.50			3.70
1957-12-19T00:00:00	54.5295	10.0393	5	1	11						346.9		0.230		16.50			3.70
1957-12-19T00:00:00	54.5295	10.0393	10	1	11						381.3		0.490		16.50			3.70
1957-12-19T00:00:00	54.5295	10.0393	15	1	11						306.3		0.730		16.60			4.20
1957-12-19T00:00:00	54.5295	10.0393	20	1	11						334.4		0.750		16.80			4.70
1957-12-19T00:00:00	54.5295	10.0393	26	1	11						312.5		0.940		17.20			5.10
1958-01-15T00:00:00	54.5295	10.0393	1	1	12						356.3		0.640		17.50			2.50
1958-01-15T00:00:00	54.5295	10.0393	5	1	12						356.3		0.540		17.50			2.50
1958-01-15T00:00:00	54.5295	10.0393	10	1	12						362.5		0.610		17.50			2.50
1958-01-15T00:00:00	54.5295	10.0393	15	1	12						359.4		0.630		17.60			2.50
1958-01-15T00:00:00	54.5295	10.0393	20	1	12						356.3		0.650		17.70			2.90
1958-01-15T00:00:00	54.5295	10.0393	26	1	12						309.4		0.800		19.10			3.40
1958-01-31T00:00:00	54.5295	10.0393	1	1	13						375.0		0.470		17.10			1.10
1958-01-31T00:00:00	54.5295	10.0393	5	1	13						381.3		0.510		17.20			1.50
1958-01-31T00:00:00	54.5295	10.0393	10	1	13						387.5		0.600		17.30			1.60
1958-01-31T00:00:00	54.5295	10.0393	15	1	13						375.0		0.600		17.50			1.70
1958-01-31T00:00:00	54.5295	10.0393	20	1	13						362.5		0.590		17.60			1.80
1958-01-31T00:00:00	54.5295	10.0393	26	1	13						281.3		0.430		19.90			3.90
1958-03-20T00:00:00	54.5295	10.0393	1	1	14						403.1		0.290		14.30			0.40
1958-03-20T00:00:00	54.5295	10.0393	5	1	14						409.4		0.290		14.40			0.40
1958-03-20T00:00:00	54.5295	10.0393	10	1	14						403.1		0.410		14.50			0.50
1958-03-20T00:00:00	54.5295	10.0393	15	1	14						403.1		0.500		14.60			0.30
1958-03-20T00:00:00	54.5295	10.0393	20	1	14						406.3		0.550		16.30			0.30
1958-03-20T00:00:00	54.5295	10.0393	26	1	14						365.6		0.520		16.40			0.80
1958-04-10T00:00:00	54.5295	10.0393	1	1	15						431.3		0.040		11.40			2.00
1958-04-10T00:00:00	54.5295	10.0393	5	1	15						440.6		0.040		12.40			2.30
1958-04-10T00:00:00	54.5295	10.0393	10	1	15						421.9		0.030		13.80			2.00
1958-04-10T00:00:00	54.5295	10.0393	15	1	15						437.5		0.040		14.10			1.60
1958-04-10T00:00:00	54.5295	10.0393	20	1	15						406.3		0.030		14.90			1.20
1958-04-10T00:00:00	54.5295	10.0393	26	1	15						390.6		0.120		15.10			2.10
1958-05-07T00:00:00	54.5295	10.0393	1	1	16						243.8		0.080		13.60			5.20
1958-05-07T00:00:00	54.5295	10.0393	5	1	16						240.6		0.060		13.70			5.70
1958-05-07T00:00:00	54.5295	10.0393	10	1	16						256.3		0.090		14.00			4.50
1958-05-07T00:00:00	54.5295	10.0393	15	1	16						250.0		0.090		14.00			4.20
1958-05-07T00:00:00	54.5295	10.0393	20	1	16						240.6		0.090		14.10			3.90
1958-05-07T00:00:00	54.5295	10.0393	26	1	16						268.8		0.090		14.90			5.40
1958-05-30T00:00:00	54.5295	10.0393	1	1	17						253.1		0.050		13.90			11.30
1958-05-30T00:00:00	54.5295	10.0393	5	1	17						309.4		0.050		13.90			11.00
1958-05-30T00:00:00	54.5295	10.0393	10	1	17						350.0		0.030		14.10			10.10
1958-05-30T00:00:00	54.5295	10.0393	15	1	17						309.4		0.130		16.20			6.80
1958-05-30T00:00:00	54.5295	10.0393	20	1	17						250.0		0.090		19.40			5.30
1958-05-30T00:00:00	54.5295	10.0393	26	1	17						250.0		0.230		20.50			5.00
1958-06-19T00:00:00	54.5295	10.0393	1	1	18						334.4		0.100		12.60			14.30
1958-06-19T00:00:00	54.5295	10.0393	5	1	18						303.1		0.120		12.60			14.30
1958-06-19T00:00:00	54.5295	10.0393	10	1	18						331.3		0.060		13.60			13.20
1958-06-19T00:00:00	54.5295	10.0393	15	1	18						325.0		0.090		15.30			9.40
1958-06-19T00:00:00	54.5295	10.0393	20	1	18						240.6		0.140		18.20			6.10
1958-06-19T00:00:00	54.5295	10.0393	26	1	18						171.9		0.050		19.70			5.10
1958-07-02T00:00:00	54.5295	10.0393	1	1	19						303.1		0.110		12.10			17.20
1958-07-02T00:00:00	54.5295	10.0393	5	1	19						325.0		0.320		12.20			17.10
1958-07-02T00:00:00	54.5295	10.0393	10	1	19						321.9		0.130		12.20			13.90
1958-07-02T00:00:00	54.5295	10.0393	15	1	19						400.0		0.060		14.90			11.50
1958-07-02T00:00:00	54.5295	10.0393	20	1	19						71.9		0.340		18.80			6.20
1958-07-02T00:00:00	54.5295	10.0393	26	1	19						181.3		0.600		20.40			5.00
1958-07-23T00:00:00	54.5295	10.0393	1	1	20						325.0		0.130		13.10			15.60
1958-07-23T00:00:00	54.5295	10.0393	5	1	20						337.5		0.090		13.20			15.60
1958-07-23T00:00:00	54.5295	10.0393	10	1	20						281.3		0.080		19.40			13.40
1958-07-23T00:00:00	54.5295	10.0393	15	1	20						265.6		0.210		20.10			12.30
1958-07-23T00:00:00	54.5295	10.0393	20	1	20						215.6		0.390		21.40			7.60
1958-07-23T00:00:00	54.5295	10.0393	26	1	20						215.6		0.380		21.60			7.30
1958-08-16T00:00:00	54.5295	10.0393	1	1	21						306.3		0.020		16.10			16.50
1958-08-16T00:00:00	54.5295	10.0393	5	1	21						290.6		0.010		16.10			16.40
1958-08-16T00:00:00	54.5295	10.0393	10	1	21						315.6		0.150		16.90			15.80
1958-08-16T00:00:00	54.5295	10.0393	15	1	21						265.6		0.020		19.40			13.70
1958-08-16T00:00:00	54.5295	10.0393	20	1	21						190.6		0.050		20.90			10.50
1958-08-16T00:00:00	54.5295	10.0393	26	1	21						125.0		0.050		21.40			9.50
1958-09-01T00:00:00	54.5295	10.0393	1	1	22						290.6		0.130		15.50			16.90
1958-09-01T00:00:00	54.5295	10.0393	5	1	22						293.8		0.070		15.70			16.80
1958-09-01T00:00:00	54.5295	10.0393	10	1	22						287.5		0.050		15.80			15.90
1958-09-01T00:00:00	54.5295	10.0393	15	1	22						290.6		0.080		16.00			15.90
1958-09-01T00:00:00	54.5295	10.0393	20	1	22						268.8		0.120		16.90			15.90
1958-09-01T00:00:00	54.5295	10.0393	26	1	22						203.1		1.210		20.30			16.80
1958-10-28T00:00:00	54.5295	10.0393	1	1	23						337.5		0.140		15.70			11.70
1958-10-28T00:00:00	54.5295	10.0393	5	1	23						337.5		0.140		15.80			11.70
1958-10-28T00:00:00	54.5295	10.0393	10	1	23						306.3		0.110		16.40			11.90
1958-10-28T00:00:00	54.5295	10.0393	15	1	23						181.3		0.510		20.20			12.10
1958-10-28T00:00:00	54.5295	10.0393	20	1	23						237.5		0.710		22.80			12.20
1958-10-28T00:00:00	54.5295	10.0393	26	1	23						156.3		0.100		23.40			12.20
1958-11-25T00:00:00	54.5295	10.0393	1	1	24						312.5		0.550		18.50			8.10
1958-11-25T00:00:00	54.5295	10.0393	5	1	24						318.8		0.520		18.50			8.10
1958-11-25T00:00:00	54.5295	10.0393	10	1	24						312.5		0.680		18.60			8.30
1958-11-25T00:00:00	54.5295	10.0393	15	1	24						287.5		0.870		19.80			9.20
1958-11-25T00:00:00	54.5295	10.0393	20	1	24						256.3		1.080		21.20			10.00
1958-11-25T00:00:00	54.5295	10.0393	26	1	24						150.0		1.720		23.10			10.70
1958-12-17T00:00:00	54.5295	10.0393	1	1	25						365.6		0.430		17.20			4.90
1958-12-17T00:00:00	54.5295	10.0393	5	1	25						337.5		0.480		17.30			5.00
1958-12-17T00:00:00	54.5295	10.0393	10	1	25						356.3		0.530		17.70			5.60
1958-12-17T00:00:00	54.5295	10.0393	15	1	25						343.8		0.630		19.90			7.80
1958-12-17T00:00:00	54.5295	10.0393	20	1	25						212.5		1.210		21.40			9.50
1958-12-17T00:00:00	54.5295	10.0393	26	1	25						256.3		1.210		21.60			9.60
1959-01-20T00:00:00	54.5295	10.0393	1	1	26						406.3		0.680		19.10			3.00
1959-01-20T00:00:00	54.5295	10.0393	5	1	26						406.3		0.730		19.30			3.00
1959-01-20T00:00:00	54.5295	10.0393	10	1	26						412.5		0.800		19.30			3.00
1959-01-20T00:00:00	54.5295	10.0393	15	1	26						409.4		0.760		19.40			3.00
1959-01-20T00:00:00	54.5295	10.0393	20	1	26						343.8		0.740		21.40			4.70
1959-01-20T00:00:00	54.5295	10.0393	26	1	26						321.9		0.830		22.30			5.20
1959-02-11T00:00:00	54.5295	10.0393	1	1	27						393.8		0.540		19.40			1.70
1959-02-11T00:00:00	54.5295	10.0393	5	1	27						365.6		0.580		19.40			1.60
1959-02-11T00:00:00	54.5295	10.0393	10	1	27						384.4		0.560		19.40			1.70
1959-02-11T00:00:00	54.5295	10.0393	15	1	27						362.5		0.590		19.80			2.70
1959-02-11T00:00:00	54.5295	10.0393	20	1	27						309.4		0.840		20.20			3.20
1959-02-11T00:00:00	54.5295	10.0393	26	1	27						234.4		0.690		21.40			4.50
1959-03-09T00:00:00	54.5295	10.0393	1	1	28						462.5		0.120		16.90			2.90
1959-03-09T00:00:00	54.5295	10.0393	5	1	28						446.9		0.140		16.90			2.70
1959-03-09T00:00:00	54.5295	10.0393	10	1	28						431.3		0.300		18.40			2.30
1959-03-09T00:00:00	54.5295	10.0393	15	1	28						393.8		0.330		19.30			2.20
1959-03-09T00:00:00	54.5295	10.0393	20	1	28						390.6		0.470		19.60			2.40
1959-03-09T00:00:00	54.5295	10.0393	26	1	28						371.9		0.590		19.80			2.10
1959-03-24T00:00:00	54.5295	10.0393	1	1	29						421.9		0.060		17.30			3.30
1959-03-24T00:00:00	54.5295	10.0393	5	1	29						440.6		0.060		18.00			3.30
1959-03-24T00:00:00	54.5295	10.0393	10	1	29						425.0		0.070		18.20			3.10
1959-03-24T00:00:00	54.5295	10.0393	15	1	29						428.1		0.080		18.30			3.00
1959-03-24T00:00:00	54.5295	10.0393	20	1	29						421.9		0.070		18.50			2.80
1959-03-24T00:00:00	54.5295	10.0393	26	1	29						321.9		0.460		19.80			2.70
1959-05-12T00:00:00	54.5295	10.0393	1	1	30						365.6		0.110		14.90			11.40
1959-05-12T00:00:00	54.5295	10.0393	5	1	30								0.030		15.10			11.30
1959-05-12T00:00:00	54.5295	10.0393	10	1	30						356.3		0.080		15.60			9.40
1959-05-12T00:00:00	54.5295	10.0393	15	1	30								0.170		16.90			6.50
1959-05-12T00:00:00	54.5295	10.0393	20	1	30						318.8		0.170		19.80			5.80
1959-05-12T00:00:00	54.5295	10.0393	26	1	30								0.350		20.80			4.50
1959-06-09T00:00:00	54.5295	10.0393	1	1	31						343.8		0.060		14.50			14.40
1959-06-09T00:00:00	54.5295	10.0393	5	1	31						350.0		0.130		14.50			13.90
1959-06-09T00:00:00	54.5295	10.0393	10	1	31						315.6		0.210		19.30			8.60
1959-06-09T00:00:00	54.5295	10.0393	15	1	31						328.1		0.300		19.90			8.00
1959-06-09T00:00:00	54.5295	10.0393	20	1	31						275.0		0.460		20.80			6.10
1959-06-09T00:00:00	54.5295	10.0393	26	1	31						262.5		0.540		21.50			5.80
1959-07-06T00:00:00	54.5295	10.0393	1	1	32						325.0		0.250		16.40			17.50
1959-07-06T00:00:00	54.5295	10.0393	5	1	32						318.8		0.090		16.50			17.00
1959-07-06T00:00:00	54.5295	10.0393	10	1	32						325.0		0.070		17.20			15.70
1959-07-06T00:00:00	54.5295	10.0393	15	1	32						331.3		0.260		20.40			11.20
1959-07-06T00:00:00	54.5295	10.0393	20	1	32						243.8		0.470		21.70			8.90
1959-07-06T00:00:00	54.5295	10.0393	26	1	32						184.4		0.530		23.80			8.40
1959-07-23T00:00:00	54.5295	10.0393	1	1	33						309.4		0.150		16.00			20.10
1959-07-23T00:00:00	54.5295	10.0393	5	1	33						293.8		0.150		16.10			19.00
1959-07-23T00:00:00	54.5295	10.0393	10	1	33						306.3		0.160		16.30			18.70
1959-07-23T00:00:00	54.5295	10.0393	15	1	33						309.4		0.150		18.10			16.00
1959-07-23T00:00:00	54.5295	10.0393	20	1	33						309.4		0.470		21.30			15.20
1959-07-23T00:00:00	54.5295	10.0393	26	1	33						128.1		1.170		22.80			8.60
1959-08-28T00:00:00	54.5295	10.0393	1	1	34						278.1		0.100		14.40			19.10
1959-08-28T00:00:00	54.5295	10.0393	5	1	34						287.5		0.090		14.40			19.10
1959-08-28T00:00:00	54.5295	10.0393	10	1	34						306.3		0.050		14.50			19.10
1959-08-28T00:00:00	54.5295	10.0393	15	1	34						278.1		0.060		15.70			19.40
1959-08-28T00:00:00	54.5295	10.0393	20	1	34						193.8		0.300		19.80			14.00
1959-08-28T00:00:00	54.5295	10.0393	26	1	34						71.9		1.440		23.00			10.20
1959-10-09T00:00:00	54.5295	10.0393	1	1	35						328.1		0.550		19.20			13.80
1959-10-09T00:00:00	54.5295	10.0393	5	1	35						337.5		0.600		19.20			13.80
1959-10-09T00:00:00	54.5295	10.0393	10	1	35						334.4		0.420		19.20			13.80
1959-10-09T00:00:00	54.5295	10.0393	15	1	35						293.8		0.790		19.70			14.00
1959-10-09T00:00:00	54.5295	10.0393	20	1	35						112.5		1.210		22.20			15.70
1959-10-09T00:00:00	54.5295	10.0393	26	1	35						34.4				22.50			12.00
1959-10-26T00:00:00	54.5295	10.0393	1	1	36						256.3		0.430		18.90			12.30
1959-10-26T00:00:00	54.5295	10.0393	5	1	36						318.8		0.570		18.90			12.30
1959-10-26T00:00:00	54.5295	10.0393	10	1	36						312.5		0.440		18.90			12.30
1959-10-26T00:00:00	54.5295	10.0393	15	1	36						287.5		0.500		19.30			12.90
1959-10-26T00:00:00	54.5295	10.0393	20	1	36						68.8		1.440		21.80			13.30
1959-10-26T00:00:00	54.5295	10.0393	26	1	36						34.4				22.10			13.50
1959-12-19T00:00:00	54.5295	10.0393	1	1	37						393.8		0.870		18.00			4.20
1959-12-19T00:00:00	54.5295	10.0393	5	1	37						412.5		0.790		18.00			4.20
1959-12-19T00:00:00	54.5295	10.0393	10	1	37						437.5		0.790		18.00			4.40
1959-12-19T00:00:00	54.5295	10.0393	15	1	37						406.3		1.030		18.10			4.40
1959-12-19T00:00:00	54.5295	10.0393	20	1	37						409.4		0.970		18.40			4.40
1959-12-19T00:00:00	54.5295	10.0393	26	1	37						387.5		0.970		18.60			4.80
1960-01-06T00:00:00	54.5295	10.0393	1	1	38						406.3		0.860		18.10			4.50
1960-01-06T00:00:00	54.5295	10.0393	5	1	38						365.6		0.730		18.30			4.50
1960-01-06T00:00:00	54.5295	10.0393	10	1	38						353.1		0.790		18.40			4.60
1960-01-06T00:00:00	54.5295	10.0393	15	1	38						350.0		0.750		21.20			4.90
1960-01-06T00:00:00	54.5295	10.0393	20	1	38						362.5		0.660		23.90			5.30
1960-01-06T00:00:00	54.5295	10.0393	26	1	38						384.4		0.690		24.30			5.40
1960-01-26T00:00:00	54.5295	10.0393	1	1	39						450.0		0.770		20.10			2.50
1960-01-26T00:00:00	54.5295	10.0393	5	1	39						471.9		0.770		20.20			2.50
1960-01-26T00:00:00	54.5295	10.0393	10	1	39						437.5		0.680		20.40			2.60
1960-01-26T00:00:00	54.5295	10.0393	15	1	39						412.5		0.650		22.10			3.40
1960-01-26T00:00:00	54.5295	10.0393	20	1	39						384.4		0.870		23.00			4.00
1960-01-26T00:00:00	54.5295	10.0393	26	1	39						409.4		0.940		23.70			4.50
1960-02-11T00:00:00	54.5295	10.0393	1	1	40						368.8		0.620		19.80			0.60
1960-02-11T00:00:00	54.5295	10.0393	5	1	40						431.3		0.640		19.90			0.60
1960-02-11T00:00:00	54.5295	10.0393	10	1	40						396.9		0.680		20.20			0.80
1960-02-11T00:00:00	54.5295	10.0393	15	1	40						412.5		0.480		20.70			1.40
1960-02-11T00:00:00	54.5295	10.0393	20	1	40						346.9		0.610		22.10			2.80
1960-02-11T00:00:00	54.5295	10.0393	26	1	40						206.3		0.650		23.00			3.90
1960-03-02T00:00:00	54.5295	10.0393	1	1	41						356.3		0.730		20.40			1.60
1960-03-02T00:00:00	54.5295	10.0393	5	1	41						343.8		0.540		20.40			1.60
1960-03-02T00:00:00	54.5295	10.0393	10	1	41						462.5		0.420		20.40			1.50
1960-03-02T00:00:00	54.5295	10.0393	15	1	41						375.0		0.550		20.50			1.40
1960-03-02T00:00:00	54.5295	10.0393	20	1	41						412.5		0.590		20.50			1.30
1960-03-02T00:00:00	54.5295	10.0393	26	1	41						328.1		0.720		21.70			2.70
1960-03-31T00:00:00	54.5295	10.0393	1	1	42	2.80					421.9		0.150		17.80			2.20
1960-03-31T00:00:00	54.5295	10.0393	5	1	42	2.90					515.6		0.030		17.90			2.20
1960-03-31T00:00:00	54.5295	10.0393	10	1	42	3.90					475.0		0.170		18.40			2.00
1960-03-31T00:00:00	54.5295	10.0393	15	1	42	6.60					471.9		0.160		18.50			2.10
1960-03-31T00:00:00	54.5295	10.0393	20	1	42	7.90					478.1		0.100		18.70			1.90
1960-03-31T00:00:00	54.5295	10.0393	26	1	42	26.50					396.9		0.270		20.00			1.50
1960-04-27T00:00:00	54.5295	10.0393	1	1	43	1.80					381.3		0.120		16.30			6.30
1960-04-27T00:00:00	54.5295	10.0393	5	1	43	1.50					371.9		0.160		16.40			6.20
1960-04-27T00:00:00	54.5295	10.0393	10	1	43	1.70					337.5		0.580		16.50			6.20
1960-04-27T00:00:00	54.5295	10.0393	15	1	43	1.40					368.8		0.140		16.50			6.10
1960-04-27T00:00:00	54.5295	10.0393	20	1	43	1.90					381.3		0.090		16.60			6.00
1960-04-27T00:00:00	54.5295	10.0393	26	1	43	2.00					346.9		0.150		18.40			3.80
1960-05-30T00:00:00	54.5295	10.0393	1	1	44	0.90					293.8		0.120		14.90			12.30
1960-05-30T00:00:00	54.5295	10.0393	5	1	44	1.30					287.5		0.270		15.00			12.30
1960-05-30T00:00:00	54.5295	10.0393	10	1	44	1.20					290.6		0.220		16.60			10.10
1960-05-30T00:00:00	54.5295	10.0393	15	1	44	0.90					300.0		0.320		18.70			8.70
1960-05-30T00:00:00	54.5295	10.0393	20	1	44	0.60					296.9		0.390		21.90			9.00
1960-05-30T00:00:00	54.5295	10.0393	26	1	44	0.70					168.8		0.680		23.60			5.70
1960-06-21T00:00:00	54.5295	10.0393	1	1	45	0.50					318.8		0.090		17.20			15.70
1960-06-21T00:00:00	54.5295	10.0393	5	1	45	0.70					321.9		0.020		17.30			15.10
1960-06-21T00:00:00	54.5295	10.0393	10	1	45	1.40					309.4		0.050		17.30			14.60
1960-06-21T00:00:00	54.5295	10.0393	15	1	45	0.90					340.6		0.030		18.30			12.90
1960-06-21T00:00:00	54.5295	10.0393	20	1	45	0.70					284.4		0.320		20.90			7.40
1960-06-21T00:00:00	54.5295	10.0393	26	1	45	0.90					90.6				23.30			5.90
1960-07-06T00:00:00	54.5295	10.0393	1	1	46	1.40					271.9		0.150		18.90			13.80
1960-07-06T00:00:00	54.5295	10.0393	5	1	46	1.00					275.0		0.280		19.00			13.70
1960-07-06T00:00:00	54.5295	10.0393	10	1	46	1.80					275.0		0.220		19.90			13.30
1960-07-06T00:00:00	54.5295	10.0393	15	1	46	1.00					262.5		0.220		20.10			13.20
1960-07-06T00:00:00	54.5295	10.0393	20	1	46	1.80					168.8		0.550		20.80			7.40
1960-07-06T00:00:00	54.5295	10.0393	26	1	46	0.60					190.6		0.710		24.80			9.30
1960-08-16T00:00:00	54.5295	10.0393	1	1	47	2.50					290.6		0.170		14.10			17.00
1960-08-16T00:00:00	54.5295	10.0393	5	1	47	1.20					290.6		0.260		15.60			-0.90
1960-08-16T00:00:00	54.5295	10.0393	10	1	47	1.70					275.0		0.170		19.70			17.10
1960-08-16T00:00:00	54.5295	10.0393	15	1	47	1.00					265.6		0.480		21.60			15.10
1960-08-16T00:00:00	54.5295	10.0393	20	1	47	1.00					168.8		0.710		21.10			8.20
1960-08-16T00:00:00	54.5295	10.0393	26	1	47	1.30					62.5		1.730		24.60			10.70
1960-09-06T00:00:00	54.5295	10.0393	1	1	48	2.00					290.6		0.070		16.60			15.80
1960-09-06T00:00:00	54.5295	10.0393	5	1	48	2.70					287.5		0.020		17.00			15.70
1960-09-06T00:00:00	54.5295	10.0393	10	1	48	0.60					231.3		0.290		21.30			16.00
1960-09-06T00:00:00	54.5295	10.0393	15	1	48	0.50					184.4		0.280		23.20			13.60
1960-09-06T00:00:00	54.5295	10.0393	20	1	48	0.50					150.0		0.760		23.20			11.90
1960-09-06T00:00:00	54.5295	10.0393	26	1	48	0.50					109.4		1.950		24.30			11.50
1960-10-18T00:00:00	54.5295	10.0393	1	1	49	3.80					268.8		0.160		15.00			10.00
1960-10-18T00:00:00	54.5295	10.0393	5	1	49	4.40					278.1		0.130		15.20			10.00
1960-10-18T00:00:00	54.5295	10.0393	10	1	49	3.50					265.6		0.180		15.30			10.00
1960-10-18T00:00:00	54.5295	10.0393	15	1	49	4.60					284.4		0.170		15.60			10.10
1960-10-18T00:00:00	54.5295	10.0393	20	1	49	4.70					265.6		0.170		15.70			10.00
1960-10-18T00:00:00	54.5295	10.0393	26	1	49	0.80					21.9		2.120		23.40			12.90
1960-11-08T00:00:00	54.5295	10.0393	1	1	50	3.80					287.5		0.270		15.20			9.50
1960-11-08T00:00:00	54.5295	10.0393	5	1	50	3.30					331.3		0.380		15.40			9.60
1960-11-08T00:00:00	54.5295	10.0393	10	1	50	3.20					306.3		0.340		15.40			9.60
1960-11-08T00:00:00	54.5295	10.0393	15	1	50	3.40					328.1		0.350		15.40			9.60
1960-11-08T00:00:00	54.5295	10.0393	20	1	50	3.40					293.8		0.360		15.40			9.60
1960-11-08T00:00:00	54.5295	10.0393	26	1	50	1.00					31.3				21.60			12.90
1960-12-15T00:00:00	54.5295	10.0393	1	1	51	4.50					315.6		0.700		19.00			5.20
1960-12-15T00:00:00	54.5295	10.0393	5	1	51	7.40					315.6		0.670		19.10			5.20
1960-12-15T00:00:00	54.5295	10.0393	10	1	51	4.30					312.5		0.390		19.10			5.40
1960-12-15T00:00:00	54.5295	10.0393	15	1	51	3.00					259.4		0.910		22.50			6.80
